code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sh.600271,2024-04-16,2023-12-31,0.014378,1.644474,0.542341,0.311121,0.051815,0.841017,1.086155,0.056723
sh.600272,2024-03-30,2023-12-31,0.067502,2.176183,0.730136,0.958513,0.044322,0.746360,1.005275,0.059073
sh.600273,2024-03-30,2023-12-31,0.120071,1.223394,0.729998,0.999772,0.134478,0.910364,1.004266,0.147091
sh.600275,2024-04-26,2023-12-31,,-2.350809,0.111461,1.002293,-1.493621,1.000003,0.976274,-1.529915
sh.600276,2024-04-18,2023-12-31,0.109911,1.100268,0.529833,1.005754,0.187461,0.916589,1.112310,0.183870
sh.600277,2024-04-30,2023-12-31,-0.032545,1.994692,0.263825,0.909323,-0.068009,0.961317,1.875107,-0.037729
sh.600278,2024-04-27,2023-12-31,0.037930,2.518155,1.862402,0.724610,0.011161,0.759244,1.078158,0.013635
sh.600279,2024-03-28,2023-12-31,0.105150,2.198610,0.377385,0.624552,0.202912,0.730161,0.910415,0.305246
sh.600280,2024-04-26,2023-12-31,-0.173555,13.502678,0.206159,0.985231,-0.063281,1.649340,-0.511241,0.075048
sh.600281,2024-04-20,2023-12-31,-0.578351,2.965585,0.264245,1.000000,-0.738029,1.036838,1.120972,-0.634992
sh.600282,2024-03-09,2023-12-31,0.080788,2.810110,0.981294,0.946828,0.030942,0.847708,0.873857,0.041770
sh.600283,2024-04-12,2023-12-31,0.090277,3.194626,0.305488,0.728893,0.126910,0.783580,0.897866,0.180385
sh.600284,2024-03-30,2023-12-31,0.078480,3.861872,0.624187,0.981836,0.033160,0.958877,0.980278,0.035278
sh.600285,2024-04-26,2023-12-31,0.212697,1.706546,0.726495,0.999989,0.171560,0.869950,1.058167,0.186366
sh.600287,2024-04-30,2023-12-31,0.040209,2.070741,0.931723,0.576788,0.036132,0.770157,0.914371,0.051309
sh.600288,2024-03-29,2023-12-31,0.026983,1.860188,0.677755,2.710041,0.007898,0.466787,0.884560,0.019127
sh.600289,2024-04-30,2023-12-31,-1.151934,1.855468,0.115311,0.999691,-5.385653,1.002018,0.996115,-5.395774
sh.600290,2024-04-30,2023-12-31,,-10.331471,0.123502,0.994215,-1.006896,1.002616,1.268090,-0.791954
sh.600291,2024-04-15,2023-12-31,0.079320,1.281632,0.000802,1.000000,77.180363,0.999230,,
sh.600292,2024-03-30,2023-12-31,0.010587,1.976850,0.421583,1.187158,0.010701,0.476189,0.551071,0.040779
sh.600293,2024-04-25,2023-12-31,0.025875,2.120663,0.604684,1.154066,0.017484,0.725042,0.698268,0.034536
sh.600295,2024-04-16,2023-12-31,0.139278,2.310549,0.634279,0.776457,0.122397,0.895314,0.977141,0.139906
sh.600297,2024-04-25,2023-12-31,0.010077,3.132121,1.131254,0.623540,0.004561,0.656417,0.287154,0.024197
sh.600298,2024-03-19,2023-12-31,0.131410,1.872611,0.750338,0.968340,0.096582,0.859312,0.974489,0.115337
sh.600299,2024-03-29,2023-12-31,0.003481,1.429964,0.615247,0.990230,0.003996,0.817539,0.455127,0.010739
sh.600300,2024-03-16,2023-12-31,0.067374,1.520489,0.853611,1.025771,0.050606,0.656456,0.971255,0.079371
sh.600301,2024-04-25,2023-12-31,0.163286,1.845765,0.824928,0.557928,0.192211,0.846742,0.903228,0.251321
sh.600302,2024-04-18,2023-12-31,-0.217875,1.586007,0.355157,0.923357,-0.418902,1.056304,0.994725,-0.398676
sh.600303,2024-04-26,2023-12-31,-0.245175,2.042011,0.348399,0.979455,-0.351850,0.995603,1.044260,-0.338425
sh.600305,2024-04-30,2023-12-31,0.031618,1.277259,0.600045,1.088606,0.037897,0.781940,1.038371,0.046674
sh.600306,2024-04-30,2023-12-31,,-16.800423,0.106554,0.999918,-3.378871,0.999468,1.124267,-3.007000
sh.600307,2024-04-30,2023-12-31,-0.098455,3.972954,0.931109,1.000000,-0.026615,1.007024,1.952618,-0.013535
sh.600308,2024-04-20,2023-12-31,0.025899,1.673702,0.867305,1.101428,0.016198,0.758957,0.817816,0.026098
sh.600309,2024-03-19,2023-12-31,0.203211,2.742487,0.772713,0.918904,0.104355,0.914539,0.928070,0.122951
sh.600310,2024-03-28,2023-12-31,0.000544,6.556890,0.837988,0.059456,0.001666,2.380635,0.022635,0.030918
sh.600311,2024-04-22,2023-12-31,,-0.779028,0.422281,1.000000,-0.643351,1.000000,1.059980,-0.606947
sh.600312,2024-04-11,2023-12-31,0.084329,1.964550,0.582907,0.885889,0.083126,0.918626,1.064542,0.085003
sh.600313,2024-04-19,2023-12-31,0.070559,2.454484,1.530154,0.586269,0.032045,0.962388,0.955008,0.034866
sh.600315,2024-03-16,2023-12-31,0.066943,1.606420,0.549816,1.000000,0.075793,0.887461,0.960528,0.088913
sh.600316,2024-03-16,2023-12-31,0.006135,3.100697,0.226890,1.000000,0.008721,0.977170,1.153632,0.007736
sh.600318,2024-03-22,2023-12-31,0.027796,3.978387,0.082312,0.292400,0.290297,0.656934,0.756787,0.583912
sh.600319,2024-04-09,2023-12-31,0.009930,3.141629,0.409660,1.014054,0.007609,0.939241,0.120839,0.067041
sh.600320,2024-03-29,2023-12-31,0.033628,5.273327,0.403896,0.804243,0.019632,0.823458,0.594263,0.040118
sh.600321,2024-03-29,2023-12-31,-0.082819,3.425334,0.155002,0.989962,-0.157569,0.970054,1.056049,-0.153812
sh.600322,2024-04-30,2023-12-31,0.177299,75.494422,0.189844,-2.493320,-0.004962,-1.292416,0.019885,0.193058
sh.600323,2024-04-12,2023-12-31,0.124305,3.003436,0.363066,0.972776,0.117185,0.802866,0.786509,0.185577
sh.600325,2024-04-27,2023-12-31,0.087685,20.381763,0.168880,0.530411,0.048028,0.589975,0.954242,0.085310
sh.600326,2024-04-24,2023-12-31,-0.144340,3.689789,0.298088,0.981325,-0.133729,1.003767,1.330604,-0.100126
sh.600327,2024-04-20,2023-12-31,0.050092,1.758086,0.623575,0.987510,0.046270,0.842369,0.893573,0.061470
sh.600328,2024-04-18,2023-12-31,0.098909,1.639313,0.843486,0.731288,0.097816,0.731742,0.982164,0.136103
sh.600329,2024-03-30,2023-12-31,0.150388,1.553639,0.806620,1.018583,0.117814,0.884369,1.017453,0.130933
sh.600330,2024-04-16,2023-12-31,0.040811,1.411375,0.327655,1.002174,0.088059,0.907414,1.259021,0.077079
sh.600331,2024-04-30,2023-12-31,-0.261572,6.129186,1.347267,1.000433,-0.031663,1.259867,4.250558,-0.005913
sh.600332,2024-03-16,2023-12-31,0.121093,2.287878,0.985505,0.952187,0.056403,0.833447,1.007918,0.067143
sh.600333,2024-04-13,2023-12-31,-0.034135,3.261888,0.356717,1.041869,-0.028157,0.883098,-3.557276,0.008963
sh.600335,2024-04-26,2023-12-31,0.001876,3.022763,1.299237,1.067039,0.000448,0.127735,0.707600,0.004954
sh.600336,2024-04-27,2023-12-31,0.022478,3.110523,1.199246,0.849897,0.007090,2.106936,0.852012,0.003950
sh.600337,2024-04-29,2023-12-31,-0.118013,2.465209,0.432292,1.000877,-0.110642,0.844362,1.437616,-0.091148
sh.600338,2024-04-30,2023-12-31,-0.064322,1.628652,0.271385,0.972534,-0.149637,1.072008,2.066145,-0.067559
sh.600339,2024-04-12,2023-12-31,0.028928,4.162053,0.748677,1.004336,0.009243,0.521697,1.056399,0.016772
sh.600340,2024-04-30,2023-12-31,-0.729442,45.990535,0.094479,0.835440,-0.200943,0.801074,-543.404488,0.000462
sh.600343,2024-04-30,2023-12-31,-0.111414,1.791967,0.286531,0.921343,-0.235513,0.951830,1.022504,-0.241986
sh.600345,2024-04-30,2023-12-31,0.078822,1.233692,0.201016,1.068618,0.297431,1.008626,1.007631,0.292654
sh.600346,2024-04-10,2023-12-31,0.122362,4.448449,0.935667,1.000020,0.029397,0.778123,0.684022,0.055232
sh.600348,2024-04-19,2023-12-31,0.190900,2.607568,0.403110,0.856147,0.212129,0.766932,0.953165,0.290185
sh.600350,2024-04-19,2023-12-31,0.081051,3.549154,0.183856,0.793163,0.156601,0.769887,0.741268,0.274405
sh.600351,2024-04-26,2023-12-31,0.067130,1.342810,0.728835,1.109342,0.061831,0.821594,0.987324,0.076224
sh.600352,2024-04-20,2023-12-31,0.047119,2.042219,0.230177,0.885150,0.113244,0.889008,1.006476,0.126563
sh.600353,2024-04-13,2023-12-31,0.054512,1.690214,0.458068,0.824105,0.085436,0.859915,0.948204,0.104781
sh.600354,2024-03-22,2023-12-31,0.065871,3.120659,0.599040,0.417878,0.084322,0.757682,0.932463,0.119350
sh.600355,2024-04-20,2023-12-31,-0.220948,1.600097,0.448905,1.000000,-0.307602,1.000686,1.017650,-0.302060
sh.600356,2024-03-15,2023-12-31,0.055583,1.270965,0.850558,0.912445,0.056351,0.872757,0.935050,0.069051
sh.600358,2024-03-30,2023-12-31,-0.071156,2.858754,1.078416,1.020973,-0.022607,1.196322,-14.177854,0.001333
sh.600359,2024-03-29,2023-12-31,0.113133,2.580106,0.348997,1.004524,0.125075,0.999719,0.843790,0.148272
sh.600360,2024-04-30,2023-12-31,0.011335,2.087937,0.256468,0.956985,0.022119,1.285226,0.240463,0.071572
sh.600361,2024-04-26,2023-12-31,0.106131,2.038235,3.959806,1.000174,0.013147,0.771169,0.807189,0.021121
sh.600362,2024-03-28,2023-12-31,0.092310,2.380302,3.111305,0.932565,0.013366,0.832417,0.965520,0.016630
sh.600363,2024-04-25,2023-12-31,0.088302,1.897326,0.444443,0.834270,0.125518,0.984073,0.890124,0.143294
sh.600365,2024-04-27,2023-12-31,-0.227725,2.876984,0.933448,1.000013,-0.084796,1.145630,1.307766,-0.056598
sh.600366,2024-04-30,2023-12-31,-0.037805,1.517352,0.588225,1.001921,-0.042275,0.752710,1.115007,-0.050371
sh.600367,2024-04-26,2023-12-31,0.013078,1.488851,0.729520,0.602443,0.019986,0.602941,0.955853,0.034679
sh.600368,2024-03-29,2023-12-31,0.110048,1.604654,0.169549,1.013818,0.398976,0.857965,0.862704,0.539034
sh.600369,2024-03-30,2023-12-31,0.023922,3.290379,0.028113,1.006213,0.257007,1.134341,,
sh.600370,2024-03-29,2023-12-31,-0.042158,2.336273,1.540892,1.000000,-0.011711,0.721978,1.531984,-0.010588
sh.600371,2024-04-16,2023-12-31,0.113278,1.592824,0.347795,0.900741,0.227014,1.000000,1.116596,0.203309
sh.600372,2024-03-16,2023-12-31,0.078163,2.111624,0.569177,0.877777,0.074089,0.952320,0.964658,0.080649
sh.600373,2024-04-19,2023-12-31,0.109498,1.615210,0.347587,1.006381,0.193799,1.143826,1.181990,0.143343
sh.600375,2024-03-29,2023-12-31,,-26.230861,0.439704,0.995586,-0.249412,1.007752,1.100510,-0.224890
sh.600376,2024-04-20,2023-12-31,-0.255891,10.728968,0.179721,1.067381,-0.124331,1.138447,2.605370,-0.041918
sh.600377,2024-03-29,2023-12-31,0.133881,2.383199,0.193381,0.957404,0.303424,0.812659,0.844167,0.442297
sh.600378,2024-04-30,2023-12-31,0.107538,1.863584,0.503574,0.999754,0.114619,0.928323,0.999488,0.123532
sh.600379,2024-04-11,2023-12-31,0.104310,2.238261,0.890382,0.974977,0.053684,0.918896,1.052659,0.055500
sh.600380,2024-04-03,2023-12-31,0.107359,2.682049,0.461838,0.506058,0.171270,0.822673,1.125170,0.185027
sh.600381,2024-04-30,2023-12-31,-0.191469,1.043082,0.146564,1.006209,-1.244701,1.022783,0.998301,-1.219045
sh.600382,2024-04-25,2023-12-31,0.045294,1.167116,0.171646,1.005751,0.224802,0.585942,0.954616,0.401900
sh.600383,2024-03-15,2023-12-31,0.013633,6.088225,0.247407,0.277957,0.032562,0.526435,0.866288,0.071402
sh.600385,2024-04-26,2023-12-31,0.277171,3.348392,0.582463,1.000000,0.142116,0.674112,1.128479,0.186818
sh.600386,2024-03-30,2023-12-31,0.009386,2.618613,1.020463,0.445593,0.007883,0.495063,0.710346,0.022416
sh.600387,2024-04-20,2023-12-31,-0.082031,1.486433,0.478444,0.987112,-0.116852,0.779830,0.972617,-0.154061
sh.600388,2024-03-23,2023-12-31,0.067252,3.416690,0.424340,1.007006,0.046063,0.775455,0.804963,0.073794
sh.600389,2024-04-23,2023-12-31,0.082011,1.911280,0.771234,0.995096,0.055911,0.833958,1.135159,0.059060
sh.600390,2024-04-25,2023-12-31,0.044627,3.172985,0.060941,0.816397,0.282695,0.766483,0.914491,0.403308
sh.600391,2024-03-30,2023-12-31,0.030773,4.321735,0.668019,0.449366,0.023721,0.873292,0.719994,0.037726
sh.600392,2024-04-27,2023-12-31,0.036435,1.689968,1.158364,0.839039,0.022183,0.864565,0.873683,0.029367
sh.600393,2024-04-30,2023-12-31,-1.677271,6.328254,0.062736,0.992672,-4.255922,1.082019,1.977996,-1.988536
sh.600395,2024-04-23,2023-12-31,0.063888,2.847901,0.287988,0.980465,0.079448,0.809812,0.845401,0.116048
sh.600396,2024-04-25,2023-12-31,,-22.623395,0.383205,1.042502,0.327187,0.995264,0.770531,0.426645
sh.600397,2024-04-25,2023-12-31,-0.217130,16.013146,0.818685,0.988267,-0.016759,1.161218,-0.934207,0.015449
sh.600398,2024-04-30,2023-12-31,0.192618,2.168338,0.647820,1.011488,0.135567,0.805329,0.992871,0.169547
sh.600399,2024-03-30,2023-12-31,0.058103,1.938576,0.709274,1.000000,0.042257,1.016171,0.924575,0.044977
sh.600400,2024-04-25,2023-12-31,0.010100,1.683798,0.465864,0.963407,0.013365,0.597700,0.732258,0.030537
sh.600403,2024-03-30,2023-12-31,-0.065534,2.945491,0.268914,1.206422,-0.068579,1.477014,2.874666,-0.016152
sh.600405,2024-04-30,2023-12-31,-0.372010,3.182110,0.360409,0.979783,-0.331066,1.012777,1.160337,-0.281719
sh.600406,2024-04-26,2023-12-31,0.160248,1.815286,0.633762,0.939040,0.148333,0.889571,1.061335,0.157111
sh.600408,2024-04-03,2023-12-31,-0.310912,2.333944,1.966888,0.999112,-0.067788,1.014929,1.296381,-0.051521
sh.600409,2024-04-26,2023-12-31,0.042162,1.982573,0.824076,0.606812,0.042527,0.658965,0.882543,0.073126
sh.600410,2024-04-25,2023-12-31,-0.050270,1.973035,0.480505,1.084059,-0.048913,0.981772,1.323993,-0.037630
sh.600415,2024-04-17,2023-12-31,0.162436,2.073704,0.330739,0.998053,0.237299,0.835830,0.963017,0.294811
sh.600416,2024-04-10,2023-12-31,0.042333,2.010343,0.320439,1.000128,0.065707,0.930592,0.891969,0.079159
sh.600418,2024-04-30,2023-12-31,0.011274,3.491674,0.959362,-2.112214,-0.001593,-1.550802,0.372837,0.002756
sh.600419,2024-04-16,2023-12-31,0.060440,2.049793,0.563442,1.013817,0.051619,0.809578,0.906202,0.070359
sh.600420,2024-03-30,2023-12-31,0.060975,1.717765,0.619247,0.717264,0.079919,0.879670,1.048919,0.086613
sh.600421,2024-04-25,2023-12-31,-0.490287,8.050946,0.898252,1.155224,-0.058687,1.175219,1.476052,-0.033831
sh.600422,2024-03-22,2023-12-31,0.086510,1.847906,0.810968,0.979163,0.058956,0.805761,0.983353,0.074406
sh.600423,2024-03-30,2023-12-31,0.154950,1.122227,0.267477,1.000000,0.516206,1.000058,1.231113,0.419276
sh.600425,2024-03-26,2023-12-31,0.080652,1.616133,0.483530,0.941512,0.109619,0.856159,0.952507,0.134420
sh.600426,2024-03-30,2023-12-31,0.128136,1.416432,0.689627,0.987156,0.132885,0.846209,0.983854,0.159613
sh.600428,2024-03-28,2023-12-31,0.095775,2.375776,0.454803,0.986636,0.089839,0.905011,0.761585,0.130345
sh.600429,2024-04-20,2023-12-31,0.047986,2.311896,0.670683,1.103116,0.028055,0.937666,0.920242,0.032513
sh.600433,2024-03-21,2023-12-31,-0.009476,2.074117,0.731461,0.243785,-0.025620,0.920582,0.975902,-0.028517
sh.600435,2024-04-18,2023-12-31,0.073995,2.620277,0.523645,0.767724,0.070245,0.890704,1.088699,0.072439
sh.600436,2024-04-20,2023-12-31,0.226449,1.282437,0.634921,0.981135,0.283456,0.846308,1.002176,0.334205
sh.600438,2024-04-30,2023-12-31,0.221930,2.530997,0.898585,0.743932,0.131169,0.827430,0.987383,0.160552
sh.600439,2024-04-30,2023-12-31,0.004412,1.890414,0.232493,0.973173,0.010315,0.608242,0.185683,0.091329
sh.600444,2024-04-11,2023-12-31,0.059671,1.795538,0.626534,1.000000,0.053043,0.846336,1.239259,0.050573
sh.600446,2024-04-20,2023-12-31,0.096847,1.756422,0.928740,1.021601,0.058114,0.982091,0.961835,0.061522
sh.600448,2024-04-30,2023-12-31,0.007503,2.871410,0.774342,1.101388,0.003064,1.020048,0.111122,0.027032
sh.600449,2024-03-28,2023-12-31,0.041929,1.503235,0.976330,0.906310,0.031522,0.854484,1.014910,0.036348
sh.600452,2024-04-19,2023-12-31,0.109580,1.422318,0.504822,1.000000,0.152615,0.848559,1.048084,0.171601
sh.600455,2024-03-23,2023-12-31,0.111364,3.772279,0.273532,0.694588,0.155385,1.000000,0.922434,0.168451
sh.600456,2024-03-30,2023-12-31,0.085523,1.960585,0.555236,0.806531,0.097409,0.899202,0.933527,0.116042
sh.600458,2024-03-29,2023-12-31,0.068226,3.134922,0.988409,1.182665,0.018618,0.818015,0.913780,0.024907
sh.600459,2024-04-18,2023-12-31,0.075255,1.996643,3.628621,0.946408,0.010975,0.814615,0.891858,0.015107
sh.600460,2024-04-09,2023-12-31,-0.003690,2.105047,0.457506,0.554323,-0.006912,1.135017,-0.278608,0.021859
sh.600461,2024-04-11,2023-12-31,0.143946,2.911526,0.367454,0.873587,0.154017,0.839071,0.878974,0.208831
sh.600462,2024-04-30,2023-12-31,-4.434133,27.090322,0.974443,0.933190,-0.179998,1.125742,1.055133,-0.151538
sh.600463,2024-03-29,2023-12-31,-0.087873,2.198750,0.206469,0.788213,-0.245573,1.020024,1.382466,-0.174147
sh.600466,2024-04-30,2023-12-31,,-3.656343,0.166954,0.958109,-0.911328,1.072073,1.155641,-0.735576
sh.600467,2024-04-25,2023-12-31,0.014698,1.972046,0.235722,0.976048,0.032395,0.857958,0.319597,0.118143
sh.600468,2024-04-17,2023-12-31,0.059073,1.921173,0.526807,0.923187,0.063224,0.855557,0.915681,0.080703
sh.600469,2024-04-25,2023-12-31,0.112817,2.331102,0.796133,1.000000,0.060789,0.840110,0.955753,0.075709
sh.600470,2024-04-20,2023-12-31,0.012645,3.600806,1.070065,0.435143,0.007542,0.799524,0.702035,0.013436
sh.600475,2024-04-27,2023-12-31,0.092019,2.934136,0.444796,0.791352,0.089098,0.834396,0.836609,0.127636
sh.600476,2024-03-30,2023-12-31,0.041092,6.725113,0.676538,1.000000,0.009032,1.794638,0.223333,0.022534
sh.600477,2024-03-30,2023-12-31,0.057268,2.959702,0.713033,0.909117,0.029849,0.954703,0.682426,0.045815
sh.600478,2024-04-27,2023-12-31,-0.024842,3.051755,0.443345,0.502210,-0.036560,0.794544,4.993441,-0.009215
sh.600479,2024-04-12,2023-12-31,0.139129,2.018907,0.816979,0.811119,0.103993,0.857950,1.121080,0.108120
sh.600480,2024-04-30,2023-12-31,0.093827,2.742433,1.013009,0.727671,0.046413,0.905805,0.905684,0.056576
sh.600481,2024-04-26,2023-12-31,0.215986,3.742328,0.889774,0.936632,0.069252,0.858089,0.878467,0.091871
sh.600482,2024-04-27,2023-12-31,0.021549,2.557016,0.487631,0.736502,0.023466,0.911915,1.112485,0.023130
sh.600483,2024-04-18,2023-12-31,0.125214,2.367712,0.296220,0.820614,0.217556,0.880524,0.857582,0.288107
sh.600486,2024-03-26,2023-12-31,0.171917,1.675027,0.752717,0.999266,0.136453,0.839251,1.027228,0.158280
sh.600487,2024-04-26,2023-12-31,0.087292,2.394847,0.806003,0.967143,0.046760,0.933554,0.860683,0.058195
sh.600488,2024-03-29,2023-12-31,0.039504,2.158800,0.591382,0.719557,0.043003,0.966912,0.856838,0.051906
sh.600489,2024-04-27,2023-12-31,0.115011,1.956650,1.209279,0.823239,0.059044,0.840182,0.914526,0.076843
sh.600490,2024-04-30,2023-12-31,-0.017752,1.402061,0.630775,0.534743,-0.037537,1.030781,1.183558,-0.030769
sh.600491,2024-04-30,2023-12-31,-0.113553,5.392314,0.144651,0.984521,-0.147869,0.937844,-25.136404,0.006273
sh.600493,2024-03-30,2023-12-31,0.278950,1.964232,0.521214,1.000000,0.272469,0.758915,0.981601,0.365754
sh.600495,2024-04-11,2023-12-31,0.006272,1.218497,0.324467,1.000000,0.015865,0.878929,1.309802,0.013781
sh.600496,2024-04-18,2023-12-31,0.066504,2.742888,0.729790,0.959717,0.034618,0.960338,0.911419,0.039551
sh.600497,2024-03-30,2023-12-31,0.093290,1.730910,0.825838,1.016196,0.064222,0.820328,0.948073,0.082577
sh.600498,2024-04-27,2023-12-31,0.039942,3.180375,0.773602,1.033922,0.015702,0.840942,0.662994,0.028162
sh.600499,2024-03-26,2023-12-31,0.183614,1.964135,0.433261,0.802087,0.269006,0.990254,0.955762,0.284228
sh.600500,2024-04-30,2023-12-31,-0.109782,3.688863,0.874130,0.997346,-0.034136,0.867561,1.294612,-0.030393
sh.600501,2024-04-30,2023-12-31,0.031907,2.669310,0.634324,0.862187,0.021857,0.905947,0.895610,0.026938
sh.600502,2024-03-27,2023-12-31,0.121731,12.543385,0.570014,0.754963,0.022551,0.782405,0.561960,0.051290
sh.600503,2024-03-30,2023-12-31,0.015753,1.236323,0.035491,1.043951,0.343904,0.579920,1.223938,0.484518
sh.600505,2024-04-25,2023-12-31,-0.035985,3.639549,0.311353,0.654221,-0.048540,1.314876,-1.543601,0.023916
sh.600506,2024-04-16,2023-12-31,-0.114982,5.440835,0.965907,1.000000,-0.021879,0.772675,-6.255926,0.004526
sh.600507,2024-03-16,2023-12-31,0.076365,2.171121,1.353527,1.008600,0.025765,0.706718,1.053521,0.034605
sh.600508,2024-03-21,2023-12-31,0.078255,1.585813,0.558974,0.991220,0.089063,0.723010,0.956817,0.128744
sh.600509,2024-04-13,2023-12-31,0.065706,3.453437,0.419814,0.897773,0.050481,1.009655,0.527526,0.094779
sh.600510,2024-04-23,2023-12-31,0.036381,3.067581,0.239093,0.847025,0.058562,0.549841,1.174103,0.090713
sh.600511,2024-03-21,2023-12-31,0.143111,2.069380,1.601493,0.919266,0.046975,0.796506,1.048211,0.056264
sh.600512,2024-04-16,2023-12-31,0.007679,1.828410,0.362602,1.329775,0.008710,0.967470,0.568559,0.015834
sh.600513,2024-03-06,2023-12-31,0.103028,2.125540,0.780557,0.892086,0.069611,0.864643,0.873461,0.092171
sh.600515,2024-04-19,2023-12-31,0.041847,2.457851,0.120830,0.957417,0.147176,0.669316,0.772547,0.284631
sh.600516,2024-04-02,2023-12-31,0.025414,1.278613,0.245060,0.987983,0.082094,0.822701,1.359312,0.073409
sh.600517,2024-04-30,2023-12-31,0.070287,2.288149,0.245313,0.759501,0.164870,0.779643,0.998500,0.211787
sh.600518,2024-04-13,2023-12-31,0.014651,2.100235,0.331654,0.989903,0.021249,0.938390,0.812851,0.027857
sh.600519,2024-04-03,2023-12-31,0.361755,1.275644,0.571317,0.964043,0.514886,0.747825,1.018968,0.675695
sh.600520,2024-04-26,2023-12-31,-0.205570,1.832046,0.460091,1.000000,-0.243882,1.035182,1.038555,-0.226847
sh.600521,2024-04-30,2023-12-31,0.106311,2.352350,0.452154,1.016172,0.098360,0.742737,0.851289,0.155564
sh.600522,2024-04-26,2023-12-31,0.098695,1.637235,0.871659,0.962250,0.071870,0.861065,1.002763,0.083236
sh.600523,2024-03-15,2023-12-31,0.057039,1.265346,0.641149,0.971966,0.072336,0.864066,1.028236,0.081417
sh.600525,2024-04-20,2023-12-31,0.016709,2.860514,0.579499,0.911420,0.011059,0.555229,0.473949,0.042027
sh.600526,2024-04-16,2023-12-31,0.057684,2.556022,0.429825,0.925087,0.056757,0.803044,0.890773,0.079344
sh.600527,2024-04-16,2023-12-31,0.020143,1.059318,0.339181,1.000000,0.056061,0.897630,1.144236,0.054581
sh.600528,2024-03-29,2023-12-31,0.071039,2.264517,0.540889,0.989018,0.058642,0.927234,1.039608,0.060834
sh.600529,2024-04-23,2023-12-31,0.107035,1.248809,0.550429,1.000000,0.155715,0.851759,1.028788,0.177700
sh.600530,2024-04-27,2023-12-31,-0.112479,2.724941,0.348636,1.098562,-0.107775,1.051784,1.635098,-0.062668
sh.600531,2024-04-13,2023-12-31,0.126644,3.117968,2.246478,1.001971,0.018045,0.895543,0.710278,0.028369
sh.600532,2024-04-26,2023-12-31,-0.394432,1.956308,0.030126,0.993685,-6.735118,1.014599,1.040053,-6.382571
sh.600533,2024-04-30,2023-12-31,-0.031130,5.459995,0.202388,1.442329,-0.019532,0.907056,-6.858142,0.003140
sh.600535,2024-04-16,2023-12-31,0.086470,1.337912,0.523405,1.053541,0.117205,0.832563,1.020919,0.137892
sh.600536,2024-04-26,2023-12-31,-0.097569,4.093849,0.688457,29.706945,-0.001165,0.701297,-0.538002,0.003089
sh.600537,2024-04-27,2023-12-31,0.027061,4.665766,0.695214,0.836005,0.009979,0.675356,0.831251,0.017776
sh.600538,2024-04-23,2023-12-31,-0.090409,1.206977,0.335952,1.014164,-0.219850,1.046331,0.960309,-0.218800
sh.600539,2024-04-20,2023-12-31,-0.193473,1.567711,0.728706,0.793257,-0.213495,0.960309,1.011181,-0.219861
sh.600540,2024-04-30,2023-12-31,0.019388,3.758245,0.340815,2.351172,0.006438,0.999393,0.181882,0.035418
sh.600543,2024-03-30,2023-12-31,-0.044994,1.149696,0.187453,1.000000,-0.208774,1.001337,0.878405,-0.237357
sh.600545,2024-04-30,2023-12-31,0.011090,3.060593,0.609886,0.489992,0.012125,0.639165,0.519775,0.036498
sh.600546,2024-03-30,2023-12-31,0.277577,2.798613,0.870168,0.626455,0.181948,0.716022,0.979119,0.259529
sh.600547,2024-03-29,2023-12-31,0.070579,3.415920,0.526141,0.805274,0.048766,0.811273,0.714582,0.084120
sh.600548,2024-03-23,2023-12-31,0.106497,3.128044,0.135987,0.975424,0.256671,0.818289,0.715626,0.438312
