code,pubDate,statDate,CAToAsset,NCAToAsset,tangibleAssetToAsset,ebitToInterest,CFOToOR,CFOToNP,CFOToGr
sh.600322,2024-04-30,2023-12-31,0.890148,0.109852,0.014314,1.020288,0.397917,,0.397917
sh.600323,2024-04-12,2023-12-31,0.218101,0.781899,-0.014212,4.684039,0.197910,1.688873,0.197910
sh.600325,2024-04-27,2023-12-31,0.856999,0.143001,0.037384,21.854048,0.700588,14.587220,0.700588
sh.600326,2024-04-24,2023-12-31,0.557260,0.442740,0.196794,-3.024766,0.054729,,0.054729
sh.600327,2024-04-20,2023-12-31,0.185684,0.814316,0.428003,9.396136,0.103989,2.247455,0.103989
sh.600328,2024-04-18,2023-12-31,0.267796,0.732204,0.584435,56.065120,0.098568,1.007687,0.098568
sh.600329,2024-03-30,2023-12-31,0.640431,0.359569,0.579930,,0.083734,0.710730,0.083734
sh.600330,2024-04-16,2023-12-31,0.591455,0.408545,0.658111,,0.117812,1.337880,0.117812
sh.600331,2024-04-30,2023-12-31,0.445734,0.554266,0.100573,-0.307639,-0.011663,,-0.011663
sh.600332,2024-03-16,2023-12-31,0.712380,0.287620,0.375891,,0.054342,0.963444,0.054342
sh.600333,2024-04-13,2023-12-31,0.235243,0.764757,0.211714,0.219429,0.023883,,0.023883
sh.600335,2024-04-26,2023-12-31,0.833599,0.166401,0.280508,3.419978,0.014517,32.422445,0.014517
sh.600336,2024-04-27,2023-12-31,0.645246,0.354754,0.216655,6.757321,-0.002463,-0.347447,-0.002463
sh.600337,2024-04-29,2023-12-31,0.371727,0.628273,0.162797,-2.285111,0.104232,,0.104232
sh.600338,2024-04-30,2023-12-31,0.129330,0.870670,0.531058,-0.937959,0.264697,,0.264697
sh.600339,2024-04-12,2023-12-31,0.923115,0.076885,0.224103,,0.037928,4.103263,0.037928
sh.600340,2024-04-30,2023-12-31,0.875198,0.124802,-0.036227,0.001837,-0.045831,,-0.045831
sh.600343,2024-04-30,2023-12-31,0.560186,0.439814,0.467198,-44.436966,-0.130432,,-0.130432
sh.600345,2024-04-30,2023-12-31,0.421440,0.578560,0.760674,,-0.022271,-0.074879,-0.022271
sh.600346,2024-04-10,2023-12-31,0.253582,0.746418,0.186443,2.416695,0.100242,3.408779,0.100209
sh.600348,2024-04-19,2023-12-31,0.253215,0.746785,0.284951,21.351417,0.243288,1.146889,0.243288
sh.600350,2024-04-19,2023-12-31,0.160251,0.839749,-0.226395,3.865000,0.226414,1.445801,0.226414
sh.600351,2024-04-26,2023-12-31,0.454906,0.545094,0.676755,78.891544,0.170994,2.765513,0.170994
sh.600352,2024-04-20,2023-12-31,0.692879,0.307122,0.457349,,0.179771,1.587469,0.179771
sh.600353,2024-04-13,2023-12-31,0.657612,0.342388,0.512299,19.306635,-0.009523,-0.111461,-0.009523
sh.600354,2024-03-22,2023-12-31,0.690891,0.309109,0.238267,14.806664,0.209625,2.486013,0.209625
sh.600355,2024-04-20,2023-12-31,0.464240,0.535760,0.485020,-56.656309,-0.004649,,-0.004649
sh.600356,2024-03-15,2023-12-31,0.587871,0.412129,0.697114,15.396424,0.073915,1.311687,0.073915
sh.600358,2024-03-30,2023-12-31,0.689473,0.310527,0.221811,0.065885,-0.012143,,-0.012143
sh.600359,2024-03-29,2023-12-31,0.639970,0.360030,0.446151,6.401653,-0.085112,-0.680486,-0.085112
sh.600360,2024-04-30,2023-12-31,0.353263,0.646737,0.467956,1.316592,0.179265,8.104412,0.179265
sh.600361,2024-04-26,2023-12-31,0.585290,0.414710,0.446103,5.186433,0.007995,0.608087,0.007995
sh.600362,2024-03-28,2023-12-31,0.606692,0.393308,0.344695,,0.020945,1.567081,0.020945
sh.600363,2024-04-25,2023-12-31,0.488655,0.511345,0.493903,9.101147,0.069576,0.554307,0.069576
sh.600365,2024-04-27,2023-12-31,0.632386,0.367614,0.277552,-3.249220,-0.519176,,-0.519176
sh.600366,2024-04-30,2023-12-31,0.661886,0.338114,0.647266,-8.695102,0.202424,,0.202424
sh.600367,2024-04-26,2023-12-31,0.583705,0.416295,0.675577,22.651833,0.092798,4.643076,0.092798
sh.600368,2024-03-29,2023-12-31,0.165694,0.834306,0.651795,7.283508,0.604764,1.515788,0.604764
sh.600369,2024-03-30,2023-12-31,,,,,-0.670806,-2.610065,-0.670806
sh.600370,2024-03-29,2023-12-31,0.568520,0.431480,0.335388,-1.879755,-0.115754,,-0.115754
sh.600371,2024-04-16,2023-12-31,0.789427,0.210573,0.610868,,0.172262,0.758816,0.172262
sh.600372,2024-03-16,2023-12-31,0.754527,0.245473,0.460099,28.295070,-0.035069,-0.473344,-0.035069
sh.600373,2024-04-19,2023-12-31,0.657842,0.342158,0.505082,,0.194003,1.001055,0.194003
sh.600375,2024-03-29,2023-12-31,0.555721,0.444279,-0.220181,-6.212979,-0.033535,,-0.033535
sh.600376,2024-04-20,2023-12-31,0.809766,0.190234,0.074657,-0.385825,0.118655,,0.118655
sh.600377,2024-03-29,2023-12-31,0.111068,0.888932,-0.077260,6.049461,0.486599,1.603693,0.486599
sh.600378,2024-04-30,2023-12-31,0.477919,0.522081,0.467881,1952.077693,0.139106,1.213638,0.139106
sh.600379,2024-04-11,2023-12-31,0.828667,0.171333,0.450435,,0.058074,1.081778,0.058074
sh.600380,2024-04-03,2023-12-31,0.656652,0.343348,0.303771,,0.236022,1.378072,0.236022
sh.600381,2024-04-30,2023-12-31,0.551189,0.448811,0.840424,,0.111825,,0.111825
sh.600382,2024-04-25,2023-12-31,0.670007,0.329993,0.735738,22.034145,0.023384,0.104020,0.023384
sh.600383,2024-03-15,2023-12-31,0.728276,0.271724,0.155999,2.340453,0.022371,0.686190,0.022344
sh.600385,2024-04-26,2023-12-31,0.818428,0.181572,0.248158,,0.134215,0.944404,0.134215
sh.600386,2024-03-30,2023-12-31,0.407544,0.592456,0.284580,3.395472,0.091177,11.566461,0.091177
sh.600387,2024-04-20,2023-12-31,0.537358,0.462642,0.552616,,-0.228555,,-0.228555
sh.600388,2024-03-23,2023-12-31,0.622098,0.377902,0.203818,5.158886,0.155492,3.375611,0.155492
sh.600389,2024-04-23,2023-12-31,0.575808,0.424192,0.468953,,0.151409,2.708031,0.151409
sh.600390,2024-04-25,2023-12-31,0.619926,0.380074,0.284024,11.694682,0.068337,0.027174,0.007682
sh.600391,2024-03-30,2023-12-31,0.700908,0.299092,0.203358,3.571357,0.112736,4.752621,0.112736
sh.600392,2024-04-27,2023-12-31,0.634882,0.365118,0.538597,7.916599,0.021863,0.985593,0.021863
sh.600393,2024-04-30,2023-12-31,0.903053,0.096947,0.027900,-1.015034,-0.060529,,-0.060529
sh.600395,2024-04-23,2023-12-31,0.163384,0.836616,0.158825,6.468337,0.153779,1.935579,0.153779
sh.600396,2024-04-25,2023-12-31,0.137585,0.862415,0.000052,4.357889,0.007283,0.022259,0.007283
sh.600397,2024-04-25,2023-12-31,0.400689,0.599311,-0.006060,0.517008,0.008994,,0.008994
sh.600398,2024-04-30,2023-12-31,0.741693,0.258307,0.408968,140.280521,0.242967,1.792220,0.242967
sh.600399,2024-03-30,2023-12-31,0.496274,0.503726,0.460025,13.258128,0.021037,0.497840,0.021037
sh.600400,2024-04-25,2023-12-31,0.470159,0.529841,0.481314,3.734936,0.180975,13.540794,0.180975
sh.600403,2024-03-30,2023-12-31,0.267333,0.732667,0.056980,-0.533428,0.082136,,0.082136
sh.600405,2024-04-30,2023-12-31,0.550934,0.449066,0.135196,-6.236854,0.078971,,0.078971
sh.600406,2024-04-26,2023-12-31,0.780763,0.219237,0.509485,,0.221900,1.495953,0.221900
sh.600408,2024-04-03,2023-12-31,0.148711,0.851289,0.340560,-3.374036,0.032035,,0.032035
sh.600409,2024-04-26,2023-12-31,0.305064,0.694936,0.451104,8.513755,0.076537,1.799703,0.076537
sh.600410,2024-04-25,2023-12-31,0.499008,0.500992,0.383445,-3.086484,0.055705,,0.055705
sh.600415,2024-04-17,2023-12-31,0.180691,0.819309,0.295455,16.489479,0.163284,0.688095,0.163284
sh.600416,2024-04-10,2023-12-31,0.691502,0.308498,0.344133,9.256615,0.117175,1.783301,0.117175
sh.600418,2024-04-30,2023-12-31,0.616445,0.383555,0.210815,1.594483,0.075575,,0.075448
sh.600419,2024-04-16,2023-12-31,0.272942,0.727058,0.406010,10.661204,0.126874,2.457912,0.126874
sh.600420,2024-03-30,2023-12-31,0.550684,0.449316,0.580404,,0.142534,1.783490,0.142534
sh.600421,2024-04-25,2023-12-31,0.906135,0.093865,0.065299,-2.100613,0.049262,,0.049262
sh.600422,2024-03-22,2023-12-31,0.735051,0.264949,0.459513,60.069738,0.046226,0.784078,0.046226
sh.600423,2024-03-30,2023-12-31,0.831616,0.168384,0.927354,,0.071331,0.138184,0.071331
sh.600425,2024-03-26,2023-12-31,0.386946,0.613054,0.599088,21.055618,0.098495,0.898519,0.098495
sh.600426,2024-03-30,2023-12-31,0.179848,0.820152,0.603837,61.934341,0.172976,1.301702,0.172976
sh.600428,2024-03-28,2023-12-31,0.159712,0.840288,0.394556,4.194360,0.247152,2.751045,0.247152
sh.600429,2024-04-20,2023-12-31,0.294760,0.705240,0.492441,12.262423,0.017814,0.634964,0.017814
sh.600433,2024-03-21,2023-12-31,0.417199,0.582801,0.374884,,-0.035531,,-0.035531
sh.600435,2024-04-18,2023-12-31,0.847304,0.152696,0.337719,,0.056193,0.799954,0.056193
sh.600436,2024-04-20,2023-12-31,0.884055,0.115945,0.753374,,0.219380,0.773947,0.219380
sh.600438,2024-04-30,2023-12-31,0.384783,0.615217,0.323793,79.258830,0.220549,1.681411,0.220549
sh.600439,2024-04-30,2023-12-31,0.838601,0.161399,0.474767,1.228024,0.201431,19.528460,0.201431
sh.600444,2024-04-11,2023-12-31,0.910504,0.089496,0.510961,,0.069374,1.307892,0.069374
sh.600446,2024-04-20,2023-12-31,0.766706,0.233294,0.561076,111.022070,0.028147,0.484335,0.028147
sh.600448,2024-04-30,2023-12-31,0.478946,0.521054,0.302665,1.125014,0.077909,25.427205,0.077909
sh.600449,2024-03-28,2023-12-31,0.510927,0.489073,0.571198,,0.076051,2.412658,0.076051
sh.600452,2024-04-19,2023-12-31,0.476479,0.523521,0.734940,,0.327972,2.149012,0.327972
sh.600455,2024-03-23,2023-12-31,0.222190,0.777810,0.009372,12.892280,0.396223,2.549954,0.396223
sh.600456,2024-03-30,2023-12-31,0.693887,0.306113,0.499047,15.043614,0.021747,0.223260,0.021747
sh.600458,2024-03-29,2023-12-31,0.672711,0.327289,0.279215,11.598190,0.045355,2.436118,0.045355
sh.600459,2024-04-18,2023-12-31,0.838879,0.161121,0.515484,12.358127,0.016481,1.501661,0.016481
sh.600460,2024-04-09,2023-12-31,0.564060,0.435940,0.462993,0.782100,0.033924,,0.033924
sh.600461,2024-04-11,2023-12-31,0.242269,0.757731,-0.105334,8.262671,0.214808,1.394698,0.214808
sh.600462,2024-04-30,2023-12-31,0.659712,0.340288,-0.026003,-18.518610,0.000705,,0.000705
sh.600463,2024-03-29,2023-12-31,0.652096,0.347904,0.412593,-2.614614,-0.184145,,-0.184145
sh.600466,2024-04-30,2023-12-31,0.893926,0.106074,-0.394562,-6.425058,-0.030578,,-0.030578
sh.600467,2024-04-25,2023-12-31,0.256505,0.743495,0.314442,1.469717,0.554908,17.129504,0.554908
sh.600468,2024-04-17,2023-12-31,0.674211,0.325789,0.428105,11.859706,0.103509,1.637190,0.103509
sh.600469,2024-04-25,2023-12-31,0.517202,0.482798,0.418003,22.600546,0.083399,1.371936,0.083399
sh.600470,2024-04-20,2023-12-31,0.477532,0.522468,0.234661,3.356097,0.056735,7.522778,0.056735
sh.600475,2024-04-27,2023-12-31,0.402936,0.597064,0.174486,6.120296,0.037450,0.420326,0.037450
sh.600476,2024-03-30,2023-12-31,0.535831,0.464169,0.087408,1.287554,-0.136423,-15.105085,-0.136423
sh.600477,2024-03-30,2023-12-31,0.675187,0.324813,0.240359,3.148871,-0.051865,-1.737582,-0.051865
sh.600478,2024-04-27,2023-12-31,0.298595,0.701405,0.153272,-0.250411,0.098632,,0.098632
sh.600479,2024-04-12,2023-12-31,0.751459,0.248541,0.442388,,0.116656,1.121763,0.116656
sh.600480,2024-04-30,2023-12-31,0.631287,0.368713,0.288331,10.602705,0.072567,1.563495,0.072567
sh.600481,2024-04-26,2023-12-31,0.509246,0.490754,0.205199,8.228248,0.057468,0.829833,0.057468
sh.600482,2024-04-27,2023-12-31,0.739581,0.260419,0.322751,,0.101946,4.344470,0.101946
sh.600483,2024-04-18,2023-12-31,0.232103,0.767897,0.415815,6.967705,0.314766,1.446826,0.314766
sh.600486,2024-03-26,2023-12-31,0.577896,0.422104,0.558137,,0.208631,1.528955,0.208631
sh.600487,2024-04-26,2023-12-31,0.690048,0.309952,0.353265,7.177871,0.039004,0.834133,0.039004
sh.600488,2024-03-29,2023-12-31,0.343195,0.656805,0.397180,6.985074,0.206990,4.813385,0.206990
sh.600489,2024-04-27,2023-12-31,0.395422,0.604578,0.254155,11.699443,0.104850,1.775793,0.104850
sh.600490,2024-04-30,2023-12-31,0.347199,0.652801,0.726738,-5.447875,-0.011227,,-0.011227
sh.600491,2024-04-30,2023-12-31,0.554495,0.445505,0.176882,0.038261,0.180553,,0.180553
sh.600493,2024-03-30,2023-12-31,0.436381,0.563619,0.568144,54.349752,-0.022239,-0.081621,-0.022239
sh.600495,2024-04-11,2023-12-31,0.643840,0.356160,0.796150,,0.058356,3.678346,0.058356
sh.600496,2024-04-18,2023-12-31,0.800652,0.199348,0.326536,11.289136,0.028506,0.823459,0.028506
sh.600497,2024-03-30,2023-12-31,0.129563,0.870437,0.146446,18.846564,0.155320,2.418467,0.155320
sh.600498,2024-04-27,2023-12-31,0.746457,0.253543,0.246563,2.967310,0.001901,0.121046,0.001901
sh.600499,2024-03-26,2023-12-31,0.498460,0.501540,0.393091,22.605230,0.075377,0.280207,0.075377
sh.600500,2024-04-30,2023-12-31,0.274512,0.725488,0.171255,-2.509350,0.031412,,0.031412
sh.600501,2024-04-30,2023-12-31,0.694142,0.305858,0.369886,10.114856,0.076632,3.506120,0.076632
sh.600502,2024-03-27,2023-12-31,0.674252,0.325748,0.056795,2.282898,0.040231,1.783950,0.040231
sh.600503,2024-03-30,2023-12-31,0.750618,0.249382,0.854304,,-2.150794,-6.254062,-2.150794
sh.600505,2024-04-25,2023-12-31,0.116572,0.883428,0.257630,0.393143,0.143357,,0.143357
sh.600506,2024-04-16,2023-12-31,0.354179,0.645821,-0.279403,0.137818,0.159895,,0.159895
sh.600507,2024-03-16,2023-12-31,0.544466,0.455534,0.405007,,0.022415,0.869976,0.022415
sh.600508,2024-03-21,2023-12-31,0.222301,0.777699,0.535162,23.156993,0.126013,1.414871,0.126013
sh.600509,2024-04-13,2023-12-31,0.225633,0.774367,0.296344,2.116518,0.234247,4.640288,0.234247
sh.600510,2024-04-23,2023-12-31,0.813282,0.186719,0.315205,,-0.152850,-2.610068,-0.152850
sh.600511,2024-03-21,2023-12-31,0.871393,0.128607,0.463440,,0.054867,1.167998,0.054867
sh.600512,2024-04-16,2023-12-31,0.716066,0.283934,0.536182,2.317816,-0.045572,-5.232237,-0.045572
sh.600513,2024-03-06,2023-12-31,0.473930,0.526070,0.408687,7.902724,0.073916,1.061857,0.073916
sh.600515,2024-04-19,2023-12-31,0.398502,0.601498,0.364444,4.396522,0.080800,0.548999,0.080800
sh.600516,2024-04-02,2023-12-31,0.491617,0.508383,0.761886,,0.166800,2.031815,0.166800
sh.600517,2024-04-30,2023-12-31,0.810297,0.189703,0.411741,666.512497,0.113591,0.447142,0.073721
sh.600518,2024-04-13,2023-12-31,0.476861,0.523139,0.439921,5.343347,-0.065146,-3.065860,-0.065146
sh.600519,2024-04-03,2023-12-31,0.825716,0.174284,0.741007,,0.450888,0.859030,0.442303
sh.600520,2024-04-26,2023-12-31,0.892084,0.107916,0.587487,-25.937102,0.294345,,0.294345
sh.600521,2024-04-30,2023-12-31,0.409769,0.590231,0.316362,6.724441,0.266831,2.712784,0.266831
sh.600522,2024-04-26,2023-12-31,0.683397,0.316603,0.570153,,0.100749,1.401817,0.100749
sh.600523,2024-03-15,2023-12-31,0.554146,0.445854,0.739188,,0.056038,0.774689,0.056038
sh.600525,2024-04-20,2023-12-31,0.563481,0.436519,0.233362,1.900956,0.111030,10.039440,0.111030
sh.600526,2024-04-16,2023-12-31,0.635117,0.364883,0.141676,9.155206,0.187188,3.298061,0.187188
sh.600527,2024-04-16,2023-12-31,0.543186,0.456814,0.934935,,-0.042967,-0.766436,-0.042967
sh.600528,2024-03-29,2023-12-31,0.774559,0.225441,0.406307,,0.021150,0.360671,0.021150
sh.600529,2024-04-23,2023-12-31,0.595104,0.404896,0.777257,,0.210346,1.350838,0.210346
sh.600530,2024-04-27,2023-12-31,0.333398,0.666602,0.175446,-1.574560,0.187413,,0.187413
sh.600531,2024-04-13,2023-12-31,0.719639,0.280361,0.300545,3.828222,0.002919,0.161747,0.002919
sh.600532,2024-04-26,2023-12-31,0.532759,0.467241,0.420162,-24.967134,0.328923,,0.328923
sh.600533,2024-04-30,2023-12-31,0.885906,0.114094,0.143040,0.029779,-0.222272,,-0.222166
sh.600535,2024-04-16,2023-12-31,0.522468,0.477532,0.613414,,0.296937,2.533477,0.296937
sh.600536,2024-04-26,2023-12-31,0.682057,0.317943,0.185725,0.650194,-0.073581,,-0.073581
sh.600537,2024-04-27,2023-12-31,0.527243,0.472757,0.191647,5.925948,0.004286,0.429467,0.004286
sh.600538,2024-04-23,2023-12-31,0.491814,0.508186,0.599195,,-0.048669,,-0.048669
sh.600539,2024-04-20,2023-12-31,0.838599,0.161401,0.519189,-89.440383,-0.220657,,-0.220657
sh.600540,2024-04-30,2023-12-31,0.659479,0.340521,0.195710,1.222317,-0.441590,-68.591274,-0.441590
sh.600543,2024-03-30,2023-12-31,0.406381,0.593619,0.818905,,-0.037472,,-0.037472
sh.600545,2024-04-30,2023-12-31,0.606984,0.393016,0.130505,2.082358,0.055412,4.569977,0.055412
sh.600546,2024-03-30,2023-12-31,0.209275,0.790725,0.229215,47.890597,0.160139,0.880133,0.160139
sh.600547,2024-03-29,2023-12-31,0.212722,0.787278,-0.097972,3.503633,0.115542,2.369295,0.115542
sh.600548,2024-03-23,2023-12-31,0.102978,0.897022,-0.073632,3.479424,0.440525,1.716304,0.440525
sh.600549,2024-04-19,2023-12-31,0.511025,0.488975,0.218466,8.303670,0.108782,1.702434,0.108782
sh.600550,2024-04-16,2023-12-31,0.744542,0.255458,0.023424,-0.668423,0.182160,,0.182160
sh.600551,2024-04-17,2023-12-31,0.785042,0.214958,0.596169,,0.037782,0.592467,0.037782
sh.600552,2024-04-19,2023-12-31,0.529586,0.470414,0.315752,3.191061,0.026637,0.886913,0.026637
sh.600555,2024-04-29,2023-12-31,0.553104,0.446896,0.028084,-2.717401,-1.812729,,-1.812729
sh.600556,2024-04-23,2023-12-31,0.875864,0.124136,0.612163,,0.071082,3.689178,0.071082
sh.600557,2024-03-11,2023-12-31,0.568995,0.431005,0.660937,,0.213855,1.902940,0.213855
sh.600558,2024-04-08,2023-12-31,0.562103,0.437897,0.630697,21.243905,0.060131,1.780283,0.060131
sh.600559,2024-04-27,2023-12-31,0.617440,0.382560,0.324554,,0.151175,1.193455,0.151175
sh.600560,2024-03-29,2023-12-31,0.847065,0.152935,0.519206,,0.013629,0.233882,0.013629
sh.600561,2024-04-20,2023-12-31,0.151240,0.848760,-0.046328,0.705598,0.240486,,0.240486
sh.600562,2024-04-25,2023-12-31,0.874538,0.125462,0.604610,,0.126266,0.685604,0.126266
sh.600563,2024-03-23,2023-12-31,0.543421,0.456579,0.715750,,0.289949,1.094483,0.289949
sh.600565,2024-04-30,2023-12-31,0.820788,0.179212,0.002953,-10.058432,0.060960,,0.060960
sh.600566,2024-04-10,2023-12-31,0.784594,0.215406,0.706569,,0.358791,1.225285,0.358791
sh.600567,2024-04-24,2023-12-31,0.244307,0.755693,0.185924,1.185148,0.107955,31.183635,0.107955
sh.600568,2024-04-17,2023-12-31,0.558252,0.441748,0.756295,,0.004340,,0.004340
sh.600569,2024-04-30,2023-12-31,0.446495,0.553505,0.064127,-3.286328,0.060189,,0.060189
sh.600570,2024-03-25,2023-12-31,0.422887,0.577113,0.429489,,0.173230,0.873971,0.173230
sh.600571,2024-04-20,2023-12-31,0.723800,0.276200,0.647239,,0.012029,0.197342,0.012029
sh.600572,2024-04-20,2023-12-31,0.513899,0.486101,0.567312,,0.133472,1.331865,0.133472
sh.600573,2024-04-12,2023-12-31,0.772900,0.227100,0.792637,,0.122371,1.539080,0.122371
sh.600575,2024-03-27,2023-12-31,0.270716,0.729284,0.358566,6.662270,0.035810,1.115431,0.035810
sh.600576,2024-03-30,2023-12-31,0.210333,0.789667,0.238729,43.185625,0.372945,1.713268,0.372945
sh.600577,2024-03-19,2023-12-31,0.752554,0.247446,0.425962,8.416347,0.024515,1.000695,0.024515
sh.600578,2024-04-27,2023-12-31,0.144302,0.855698,0.276108,1.957803,0.118490,3.589346,0.118490
sh.600579,2024-04-27,2023-12-31,0.479687,0.520313,-0.222956,-6.518909,-0.076270,,-0.076270
sh.600580,2024-04-29,2023-12-31,0.530327,0.469673,0.215438,4.387336,0.104957,2.955170,0.104957
sh.600581,2024-04-16,2023-12-31,0.214994,0.785006,-0.007286,-1.292798,-0.024924,,-0.024924
sh.600582,2024-03-21,2023-12-31,0.744514,0.255486,0.381072,,0.192784,1.815234,0.192784
sh.600583,2024-03-19,2023-12-31,0.568688,0.431312,0.507247,,0.166653,3.143472,0.166653
sh.600584,2024-04-19,2023-12-31,0.413793,0.586207,0.534859,8.508697,0.149580,3.017660,0.149580
sh.600585,2024-03-20,2023-12-31,0.410643,0.589357,0.610307,,0.142593,1.870427,0.142593
sh.600586,2024-04-20,2023-12-31,0.350797,0.649203,0.451018,6.157977,0.088383,1.503996,0.088383
sh.600587,2024-03-29,2023-12-31,0.606423,0.393577,0.406920,43.876876,0.102889,1.522709,0.102889
sh.600588,2024-03-30,2023-12-31,0.506341,0.493659,0.176955,-11.194219,-0.009239,,-0.009239
sh.600589,2024-03-19,2023-12-31,0.665438,0.334562,0.177107,1.897863,-0.034380,-0.152451,-0.034380
sh.600590,2024-04-27,2023-12-31,0.667255,0.332745,0.163973,1.689720,-0.045111,-1.455634,-0.045111
sh.600592,2024-04-27,2023-12-31,0.706638,0.293362,0.615553,36.173786,0.002103,0.024858,0.002103
sh.600593,2024-04-24,2023-12-31,0.068657,0.931343,-0.149219,3.239078,0.438632,3.468502,0.438632
sh.600594,2024-04-19,2023-12-31,0.432844,0.567156,0.462478,10.080739,0.133878,4.133337,0.133878
sh.600595,2024-04-18,2023-12-31,0.222719,0.777281,0.471956,7.800752,0.105846,1.260890,0.105846
sh.600596,2024-04-26,2023-12-31,0.437530,0.562470,0.517214,,0.019066,1.596843,0.019066
sh.600597,2024-04-29,2023-12-31,0.401196,0.598804,0.294010,5.179933,0.055289,1.763077,0.055289
sh.600598,2024-03-29,2023-12-31,0.425234,0.574766,0.811150,,0.300267,1.396873,0.300267
sh.600599,2024-04-30,2023-12-31,0.968934,0.031066,0.706826,-42.075394,0.954651,,0.954651
sh.600600,2024-03-27,2023-12-31,0.601184,0.398816,0.436746,,0.081846,0.638786,0.081846
sh.600601,2024-03-30,2023-12-31,0.466733,0.533267,0.614033,,0.152433,3.553528,0.152433
sh.600602,2024-03-28,2023-12-31,0.838154,0.161846,0.560326,,0.087693,2.022120,0.087693
sh.600603,2024-04-30,2023-12-31,0.261793,0.738207,0.244191,3.303782,0.227444,1.759567,0.227444
sh.600604,2024-04-20,2023-12-31,0.506478,0.493522,0.284100,0.500192,-0.356904,,-0.356904
sh.600605,2024-03-05,2023-12-31,0.926043,0.073957,0.860182,,2.233389,5.361004,2.233389
sh.600606,2024-04-30,2023-12-31,0.847230,0.152770,0.036895,0.140175,-0.005772,,-0.005771
sh.600608,2024-04-30,2023-12-31,0.992656,0.007344,0.276519,-7.935874,-0.125505,,-0.125505
sh.600609,2024-04-30,2023-12-31,0.640125,0.359875,0.180056,19.956245,0.165537,2.895854,0.165537
sh.600610,2024-04-30,2023-12-31,0.362334,0.637666,-0.203799,-2.126375,0.050749,,0.050749
sh.600611,2024-03-29,2023-12-31,0.502453,0.497547,0.419674,4.551648,0.039575,0.453079,0.038060
sh.600612,2024-04-30,2023-12-31,0.947093,0.052907,0.461858,32.043564,0.100952,2.423740,0.100952
sh.600613,2024-04-30,2023-12-31,0.540430,0.459570,0.601120,9.683764,0.092095,3.700537,0.092095
sh.600615,2024-04-27,2023-12-31,0.916539,0.083461,0.852908,27.828699,-0.143733,-4.672201,-0.143733
